qa_type,question,q_entity,answer,a_entity,intent
qa,제일 작은 사이즈가 뭐죠?,"작은,사이즈",숏 사이즈 있어요,숏사이즈,사이즈문의
qa,톨 사이즈가 제일 작은 건가요?,"톨사이즈,제일,작은",숏 사이즈로 한 사이즈 더 작은 게 있습니다,"숏 사이즈, 한 사이즈, 작은",사이즈문의
qa,텀블러에 담으려면 사이즈는 어떤 거 해야 돼요?,"텀블러,사이즈",톨 사이즈입니다,톨사이즈,사이즈문의
qa,제일 작은 사이즈예요?,"제일,작은 사이즈","네, 가장 기본 사이즈고 따뜻한 건 한 단계 작은 사이즈가 또 있어요","기본 사이즈, 따뜻한, 한 단계, 작은 사이즈",사이즈문의
qa,제일 위에 가 작은 거예요?,"위,작은",네 작은 거예요,작은,사이즈문의
qa,작은 거 두 잔이 어느 정도에요?,"작은,두 잔",왼쪽에 보시면 저희 컵 사이즈 예시가 나와있어요,"왼쪽, 컵 사이즈, 예시",사이즈문의
qa,사이즈가?,사이즈,작은 거랑 큰 거 가능하세요,"작은, 큰, 가능",사이즈문의
qa,사이즈는 어떻게 돼요?,사이즈,사이즈는 둘 다 톨 사이즈와 숏 사이즈 됩니다,"사이즈, 둘, 톨사이즈, 숏사이즈",사이즈문의
qa,아이스 아메리카노 숏 사이즈로 돼요?,"아이스,아메리카노,숏사이즈",아뇨 아이스는 톨 사이즈부터 가능하세요,"아이스, 톨 사이즈, 가능",사이즈문의
qa,아메리카노 제일 작은 사이즈가 뭐예요?,"아메리카노,제일,작은 사이즈",네 숏 사이즈 있어요,숏 사이즈,사이즈문의
qa,이게 몇 미리죠?,몇 미리,이게 육백 미리 정도 됩니다,육백미리,사이즈문의
qa,스몰보다 더 작은 사이즈는 없나요?,"스몰,작은,사이즈",네 스몰 사이즈가 제일 작아요,스몰사이즈,사이즈문의
qa,어떤 종류 사이즈가 있나요?,"종류,사이즈",스몰과 라지 있습니다,"스몰, 라지",사이즈문의
qa,음료 사이즈는 뭐 뭐 있나요?,"음료,사이즈",레귤러와 라지가 있습니다,"레큘러, 라지",사이즈문의
qa,사이즈는 어떤 걸로 주시는 거예요?,사이즈,기본 레귤러 사이즈예요,레귤러 사이즈,사이즈문의
qa,사이즈 제일 작은 게 뭐죠?,"사이즈,작은",tall 사이즈입니다,tall 사이즈,사이즈문의
qa,사이즈는 뭐 있나요?,사이즈,스몰 미디엄 라지 있습니다,"스몰, 미디엄, 라지",사이즈문의
qa,어떤 사이즈가 있나요?,사이즈,미디엄과 라지가 있습니다,"미디엄, 라지",사이즈문의
qa,톨 제일 작은 사이즈인가요?,"톨,작은 사이즈",네 톨 그란데 벤티 사이즈가 있습니다,"톨, 그란데, 벤티 사이즈",사이즈문의
qa,어떤 사이즈가 있나요?,사이즈,톨 그란데 벤티 사이즈가 있습니다,"톨, 그란데, 벤티 사이즈",사이즈문의
qa,사이즈 종류 좀 말해주세요,사이즈,톨 그란데 벤티 사이즈 있습니다,"톨, 그란데, 벤티 사이즈",사이즈문의
qa,크기가 어떻게 있나요?,"에스프레소,크기",솔로와 도피 와와 트리플이 있어요,"솔로, 도피오, 트리플",사이즈문의
qa,사이즈업 되나요?,사이즈업,"아니요, 한 사이즈로만 판매하고 있습니다.","한 사이즈, 판매",사이즈문의
qa,사이즈업 되나요?,사이즈업,네 가능합니다.,,사이즈문의
q,레귤러가 제일 작은 거예요?,"레귤러,작은컵",,,사이즈요구
q,그럼 블랙 밀크티 큰 사이즈로 하나 주세요,"블랙 밀크티,큰 사이즈,하나",,,사이즈요구
q,"아메리카노는 라지로 주시고, 바닐라 라테는 레귤러로 주세요","아메리카노,라지,바닐라 라떼,레귤러",,,사이즈요구
q,"바닐라 컵으로 하나 주시고, 사이즈는 없죠?","바닐라,컵,사이즈",,,사이즈요구
q,레귤러로 주세요,레귤러,,,사이즈요구
q,그란데 사이즈로 주세요,그란데 사이즈,,,사이즈요구
q,톨로 주세요,톨,,,사이즈요구
q,숏 사이즈로 주세요,숏사이즈,,,사이즈요구
q,톨 사이즈로 주세요,톨사이즈,,,사이즈요구
q,작은 걸로 주세요,작은,,,사이즈요구
q,아뇨 사이즈업은 천이백 원을 더 내야 하나요?,"사이즈업,천이백원",,,사이즈요구
q,아이스 아메리카노 사이즈업해주실 수 있나요?,"아이스,아메리카노,사이즈업",,,사이즈요구
q,라지로 주세요,라지,,,사이즈요구
q,그럼 라지 사이즈로 주세요,라지 사이즈,,,사이즈요구
q,라지 사이즈로 주세요,라지 사이즈,,,사이즈요구
q,그럼 하나는 사이즈 업해주세요,"하나,사이즈 업",,,사이즈요구
q,아이스 음료도 사이즈업 가능한가요?,"아이스,음료",,,사이즈요구
q,그란데 사이즈로 주세요,그란데 사이즈,,,사이즈요구
q,4100원이면 맥스 사이즈로 주세요,"4100원,맥스 사이즈",,,사이즈요구
q,라지로 주세요,라지,,,사이즈요구
q,그란데 사이즈로 부탁드립니다,그란데 사이즈,,,사이즈요구
q,그란데로 부탁드려요,그란데,,,사이즈요구
q,사이즈는 라지로 부탁드리겠습니다,"사이즈,라지",,,사이즈요구
q,사이즈업해서 주세요,사이즈업,,,사이즈요구
q,아메리카노 사이즈 업도 가능한가요?,"아메리카노,사이즈업,가능",,,사이즈요구
q,둘 다 톨 사이즈로 주세요.,"둘,톨 사이즈",,,사이즈요구
q,카푸치노는 빅 사이즈로 주시고 아메리카노는 스몰로 주시겠어요?,"카푸치노,빅 사이즈,아메리카노,스몰",,,사이즈요구
qa,작은 사이즈 나왔으면 좋겠습니다,작은 사이즈,작은 사이즈 있어요,작은 사이즈,사이즈요구
qa,오트밀 라테 크기 조절 가능해요?,"오트밀 라떼,크기,조절,가능",네 크기 조절 가능합니다,"크기, 조절, 가능",사이즈요구
qa,큰 사이즈는 안돼요?,큰 사이즈,큰 사이즈는 오천사백 원입니다,"큰 사이즈, 오천 사백 원",사이즈요구
qa,이게 제일 큰 사이즈예요?,큰 사이즈,"제일 큰 게 벤티 사이즈고, 한 단계 아래 사이즈는 레귤러입니다","벤티 사이즈, 사이즈, 레귤러",사이즈요구
qa,라지하고 사이즈가 어느 정도 차이 나요?,"라지,사이즈",여기 보시면 사이즈가 있으세요,사이즈,사이즈요구
qa,작은 사이즈도 있나요?,작은 사이즈,원 사이즈예요,원 사이즈,사이즈요구
qa,아메리카노 레귤러보다 더 작은 건 없나요?,"아메리카노,레귤러",네 레귤러가 제일 작은 거예요,레귤러,사이즈요구
qa,카페라테 사이즈 있나요?,"카페라떼,사이즈",저희 다 빅 사이즈예요,빅사이즈,사이즈요구
qa,레귤러는 몇 미리고 라지는 몇 미리에요?,"레귤러,몇 미리,라지",이 정도가 레귤러 사이즈입니다,레귤러 사이즈,사이즈요구
qa,사이즈 뭐 뭐 있나요?,사이즈,톨 그란데 벤티 이렇게 있어요,"톨, 그란데, 벤티",사이즈요구
qa,사이즈는 따로 없나 봐요,사이즈,네 한 가지밖에 없어요,한가지,사이즈요구
qa,톨 사이즈가 제일 작은 거예요?,"톨 사이즈,작은",네 톨 사이즈가 가장 작은 사이즈입니다,"톨 사이즈, 작은 사이즈",사이즈요구
qa,톨 사이즈로 주세요,톨사이즈,"네, 톨 사이즈로 준비해드리겠습니다","톨사이즈, 준비",사이즈요구
qa,사이즈업 되나요?,사이즈업,네 됩니다,,사이즈요구
qa,그럼 톨로 주세요,톨,네 결제 도와드릴게요,결제,사이즈요구
qa,아니요 사이즈 업 부탁드려요,사이즈 업,네 고객님,고객님,사이즈요구
qa,제일 큰 사이즈로 바꿔주세요,큰 사이즈,네 알겠습니다,,사이즈요구
qa,사이즈 변경도 가능한가요?,"사이즈,변경",네 말씀 해주세요,,사이즈요구
qa,사이즈 업 가능한가요?,사이즈 업,미디엄과 라지 중 골라주세요,"미디엄, 라지",사이즈요구
qa,사이즈 업 가능한가요?,사이즈 업,네 가능하십니다,,사이즈요구
qa,kt 멤버십 있으면 사이즈업 가능한가요?,"kt 멤버십,사이즈업",가능합니다,,사이즈요구
qa,사이즈업 되나요?,사이즈업,네,,사이즈요구
qa,멤버십으로 사이즈업해주세요,"멤버십,사이즈업",네 사이즈업 도와드리겠습니다,사이즈업,사이즈요구
qa,사이즈업 되나요?,사이즈업,아메리카노만 사이즈업 가능하십니다,"아메리카노, 사이즈업, 가능",사이즈요구
qa,자몽에이드 사이즈업 되나요?,"자몽에이드,사이즈업",네 자몽에이드 사이즈업 가능해요,"자몽에이드, 사이즈업, 가능",사이즈요구
qa,음료 사이즈 업 가능한가요?,"음료,사이즈업,가능",네 가능합니다,가능,사이즈요구
qa,아 네 제일 양이 적은 숏으로 할게요,"양,숏",아 네 알겠습니다.,,사이즈요구
q,시럽이 따로 있습니까?,,,,시럽설탕요구
q,시럽은 어디서 넣으면 되죠?,,,,시럽설탕요구
q,시럽은 셀프로 넣는 건가요?,,,,시럽설탕요구
q,시럽은 직접 넣으면 되나요?,,,,시럽설탕요구
q,시럽은 어디에 있죠?,,,,시럽설탕요구
q,시럽은 넣어주시나요?,,,,시럽설탕요구
q,시럽은 직접 넣는 건가요?,,,,시럽설탕요구
q,시럽은 어디서 넣어요?,,,,시럽설탕요구
q,시럽은 제가 넣어야 하나요?,,,,시럽설탕요구
qa,시럽은 어디 있어요?,시럽,시럽은 따로 두지 않고 저희가 넣어 드려요,시럽,시럽설탕요구
q,그러면 설탕 따로 주세요,설탕,,,시럽설탕요구
q,시럽 좀 넘어주세요,시럽,,,시럽설탕요구
q,캐러멜 시럽 넣어주실 수 있어요?,카라멜 시럽,,,시럽설탕요구
q,바닐라 시럽 추가되나요?,"바닐라 시럽,추가",,,시럽설탕요구
q,시럽 추가 혹시 가능한가요?,"시럽,추가,가능",,,시럽설탕요구
q,민트 시럽도 코가 찡할 만큼 올려주세요,"민트 시럽,코",,,시럽설탕요구
a,네 두 펌프 해드리겠습니다,두펌프,,,시럽설탕요구
qa,시럽은 어디 있어요?,시럽,뒤쪽에 빨대랑 같이 있습니다,"뒤쪽, 빨대",시럽설탕요구
qa,시럽 한 번만 넣어주세요,"시럽,한 번",네 알겠습니다,,시럽설탕요구
qa,제가 설탕 조절해야 돼요?,"설탕,조절",손님 조금이랑 저의 조금이랑 다르잖아요,"손님, 조금",시럽설탕요구
qa,시럽 한 번만 좀 넣어줄 수 있어요?,"시럽,한 번","네, 시럽 넣어드리겠습니다",시럽,시럽설탕요구
qa,시럽 한 번 넣어줄 수 있어요?,"시럽,한 번","네,  시럽 한 번 넣어드리겠습니다","시럽, 한 번",시럽설탕요구
qa,시럽 한 번만 넣어주세요,"시럽,한 번","네, 시럽 한 펌프 넣어드리겠습니다","시럽, 한 펌프",시럽설탕요구
qa,시럽은 뭘 쓰면 돼요?,시럽,시럽과 설탕은 셀프 바에 준비되어 있습니다,"시럽, 설탕, 셀프 바",시럽설탕요구
qa,아직 정해지진 않아서 잘 모르겠고 여기 시럽 한 번만 놔줄래요?,"커피,시럽,한 번",뒤편에 시럽 준비되어있습니다,"뒤, 시럽",시럽설탕요구
qa,한 번만 좀 넣어주세요,한 번,한 번 넣어드렸습니다,한 번,시럽설탕요구
qa,시럽 내가 넣어야 돼요?,시럽,"네, 아니면 매장에서 판매하는 바닐라 헤이즐넛 캐러멜 시럽 있습니다","매장, 바닐라 헤이즐넛 카라멜 시럽",시럽설탕요구
qa,여기 시럽 한 번만 넣을 수 있어요?,"시럽,한 번",저쪽에서 고객님이 넣으시면 됩니다,고객,시럽설탕요구
qa,커피는 너무 달지 않게 시럽 조금만 넣어주세요,"커피,시럽",네 조금만 넣어드릴게요,,시럽설탕요구
qa,시럽 조금만 넣어주세요,시럽,조금만 넣어드리겠습니다,,시럽설탕요구
qa,시럽 한 번만 넣어주세요,"시럽,한 번",네 넣어드리겠습니다,,시럽설탕요구
qa,시럽 넣어 주나요?,시럽,시럽은 직접 넣으시면 됩니다,시럽,시럽설탕요구
qa,시럽은 어디 있나요?,시럽,시럽은 좌측에 준비되어 있습니다,"시럽, 좌측",시럽설탕요구
qa,혹시 설탕은 없어요?,설탕,설탕 있습니다,설탕,시럽설탕요구
qa,아뇨 설탕은 내가 따로 넣어야 돼요?,설탕,네 설탕은 직접 넣으셔야 됩니다,"설탕, 직접",시럽설탕요구
qa,카페라테는 설탕 빼주세요,"카페라떼,설탕","네, 카페라테에 설탕 빼어드리겠습니다","카페라떼, 설탕",시럽설탕요구
qa,시럽 적당히 넣어주세요,시럽,"네, 시럽 넣어드리겠습니다",시럽,시럽설탕요구
qa,시럽은 약간만 넣었나요?,"시럽,약간",조금 넣었어요,조금,시럽설탕요구
qa,네 시럽은 따로 주나요?,시럽,시럽은 저쪽 뒤에 보시면 있어요,"시럽, 저쪽, 뒤",시럽설탕요구
qa,시럽 조금만 넣어주세요,"시럽,조금",네 시럽은 조금만 넣어드릴게요,"시럽, 조금",시럽설탕요구
qa,라테에 시럽 한 번만 넣어주세요,"라떼,시럽,한 번",고객님 시럽은 바에서 셀프로 이용 가능하세요,"고객님, 시럽, 바, 셀프, 가능",시럽설탕요구
qa,시럽이나 설탕 있나요,"시럽,설탕",저쪽에 셀프입니다,"저쪽, 셀프",시럽설탕요구
qa,설탕은 어디에 있나요?,설탕,출입문 오른쪽 탁자에 준비돼 있습니다,"출입문, 오른쪽, 탁자, 준비",시럽설탕요구
qa,바닐라 시럽 추가되나요?,"바닐라 시럽,추가",네 가능합니다,가능,시럽설탕요구
qa,시럽은 어느 쪽에 있나요?,시럽,오른쪽으로 보시면 있습니다,오른쪽,시럽설탕요구
qa,음료에 시럽 빼주실 수 있나요?,"음료,시럽",네 빼드릴게요,,시럽설탕요구
qa,시럽은 어디에 있나요?,시럽,왼쪽 판매대 쪽에 있습니다,"왼쪽, 판매대",시럽설탕요구
qa,바닐라 시럽 절반만 넣어주세요,"바닐라 시럽,절반",네 가져다드리겠습니다,,시럽설탕요구
qa,아이스 아메리카노 한 잔에만 시럽 넣어주세요,"한 잔,시럽",네 알겠습니다,,시럽설탕요구
qa,헤이즐넛 시럽도 조금 넣어 주실 수 있나요?,"헤이즐넛 시럽,조금",헤이즐넛 시럽은 500원 추가됩니다.,"헤이즐넛 시럽, 500원, 추가",시럽설탕요구
q,시럽 주세요,,,,시럽설탕요구
q,시럽 좀 가득 넣어주세요,,,,시럽설탕요구
q,시럽 더 많이 넣어주세요,,,,시럽설탕요구
q,시럽 추가해주세요,,,,시럽설탕요구
q,시럽 넣어주시겠어요?,,,,시럽설탕요구
q,시럽 넣어주실 수 있나요?,,,,시럽설탕요구
q,시럽 한 스푼만 넣어주세요,,,,시럽설탕요구
q,시럽 조금만 더 넣어 주세요,,,,시럽설탕요구
q,시럽 약간만 넣어 주세요,,,,시럽설탕요구
qa,시럽 조금 넣어 주세요,시럽,시럽 한 번이 기본이라서 한번 넣어 드렸습니다,"시럽, 한번, 한번",시럽설탕요구
q,네 얼음은 조금만 넣어주세요,얼음,,,얼음요구
q,얼음을 빼주세요,얼음,,,얼음요구
q,네 얼음 너무 많이 넣진 말아주세요,얼음,,,얼음요구
q,얼음은 기존보다 조금만 적게 주시겠어요?,얼음,,,얼음요구
q,아이가 마실 거라 얼음은 반만 넣어 주세요,"아이,얼음,반",,,얼음요구
q,그럼 그냥 보통 사이즈 주시고 거기에 얼음 좀 많이 해서 주세요,"보통 사이즈,얼음",,,얼음요구
q,너 대신 얼음 두 조각만 넣어주세요,"얼음,두 조각",,,얼음요구
q,아이스 아메리카노에 얼음 조금 덜 넣어주실 수 있나요?,"아이스,아메리카노,얼음,조금",,,얼음요구
q,아아에 얼음 많이 넣어주세요,"아아,얼음",,,얼음요구
a,테이크아웃 잔 준비해드릴게요,테이크아웃잔,,,얼음요구
qa,뜨거워서 얼음 3개만 넣어주세요,"얼음,3개",네 알겠습니다,,얼음요구
qa,얼음 좀 작게 넣어주세요,"얼음,작게",얼음 작게 넣어 드실 거면 따뜻하게 드시는 게 나을 것 같습니다,"얼음, 작게, 따뜻하게",얼음요구
qa,얼음 좀 많이 넣어주시면 안 될까요?,"얼음,많이","네, 얼음 많이 넣어드리겠습니다","얼음, 많이",얼음요구
qa,얼음은 빼 주세요,얼음,네 알겠습니다,,얼음요구
qa,빙수에 얼음은 조금만 넣어주실 수 있나요?,"빙수,얼음",가능한데 양이 적을 수 있어요,양,얼음요구
qa,얼음을 평상시보다 반만 넣어주실 수 있나요?,"얼음,반",네 해드릴게요,,얼음요구
qa,아이스인데 얼음 없이 줄 수 있으세요?,"아이스,얼음",얼음 아예 빼는 건 안되고 최대한 조금 넣어드릴게요,"얼음, 조금",얼음요구
qa,얼은 량 조절 적게 되나요?,"얼음량,적게",네 가능합니다,가능,얼음요구
qa,음료에 얼음 몇 개 넣어주세요,"음료,얼음,몇 개","네, 음료에 얼음 넣어드리겠습니다","음료, 얼음",얼음요구
qa,얼음은 그냥 무료로 주시나요?,"얼음,무료",네 무료입니다,무료,얼음요구
qa,뜨거워서 그런데 얼음 3개만 넣어주세요,"뜨거워,얼음,3개",네 알겠습니다,,얼음요구
qa,뜨거워서 그러는데 얼음 두 개만 넣어주실래요?,"뜨거워서,얼음,두 개","네, 얼음은 오른쪽에 있습니다","얼음, 오른쪽",얼음요구
qa,조금 뜨거워서 그런데 얼음 한 개만 넣어주실 수 있나요?,"얼음,한 개",네 넣어드리겠습니다,,얼음요구
qa,얼음 조금만 주시겠어요?,얼음,네 얼음 드리겠습니다,얼음,얼음요구
qa,얼음 좀 넣어 주세요,얼음,네 얼음 넣어 드리겠습니다,얼음,얼음요구
qa,커피에 얼음 두 개만 넣어주세요,"커피,얼음,두 개",네 넣어드릴게요,,얼음요구
qa,얼음 두 개만 넣어주세요,"얼음,두 개",네 얼음 넣어드릴게요,얼음,얼음요구
qa,커피에 얼음 두 개만 넣어주실 수 있어요?,"커피,얼음,두 개",네 얼음 넣어드릴게요,얼음,얼음요구
qa,커피가 너무 뜨거운데 얼음 세 개만 넣어주세요,"커피,뜨거운,얼음,세 개",네 얼음 넣어드릴게요,얼음,얼음요구
qa,사장님 아메리카노가 뜨거워서 그러는데 얼음 몇 개 넣어주실 수 있어요?,"사장님,아메리카노,뜨거워,얼음,몇 개",네 얼음 드릴게요,얼음,얼음요구
qa,차이 티 라테 시키면 얼음물 주나요?,"차이티 라떼,얼음물",얼음은 따로 준비해 드릴 수 있습니다,"얼음, 준비",얼음요구
qa,너무 뜨거워서 그런데 여기 얼음 세 개만 넣어주세요,"얼음,세 개",네 넣어 드리겠습니다,,얼음요구
qa,사장님 커피에 얼음 세 개만 넣어주세요,"사장님,커피,얼음,세 개",네 따로 드릴게요,,얼음요구
qa,얼음은 각 얼음이랑 갈린 얼음 중에 고를 수 있나요?,"얼음,각 얼음,갈린 얼음",네 고르실 수 있습니다,,얼음요구
qa,얼음도 넣어주세요,얼음,네 얼음도 넣어드릴게요,얼음,얼음요구
q,카페라테에 샷 추가해주시겠어요?,,,,에스프레소샷개수요구
q,아메리카노에 샷 하나만 넣어주세요,,,,에스프레소샷개수요구
q,아메리카노에 샷 하나 추가해주세요,,,,에스프레소샷개수요구
q,샷은 하나만 넣어 주세요,,,,에스프레소샷개수요구
q,샷 다 넣지 말아 주세요,,,,에스프레소샷개수요구
q,샷 두 개만 넣어 주세요,,,,에스프레소샷개수요구
q,원 샷으로 주세요,원샷,,,에스프레소샷개수요구
q,혹시 좀 덜 진하게 할 수 있나요?,진하게,,,에스프레소샷개수요구
q,한 샷 반으로 해주세요,한 샷 반,,,에스프레소샷개수요구
q,하나만 해주세요,하나,,,에스프레소샷개수요구
q,그럼 카페모카로 한 잔 휘핑크림 가득 올려주시고 혹시 커피에 샷 추가되나요?,"카페모카,한 잔,휘핑크림,커피,샷,추가",,,에스프레소샷개수요구
q,투 샷으로 해주세요,투 샷,,,에스프레소샷개수요구
q,샷 추가되나요?,"샷,추가",,,에스프레소샷개수요구
q,그럼 샷 추가해주세요,"샷,추가",,,에스프레소샷개수요구
q,그럼 샷 추가해주세요,"샷,추가",,,에스프레소샷개수요구
q,샷 추가 가능한가요?,"샷,추가",,,에스프레소샷개수요구
q,샷 추가 말고 기본으로 주세요 샷 추가 안 하시겠대요,"샷,추가",,,에스프레소샷개수요구
q,혹시 아메리카노 조금만 연하게 타주실 수 있나요?,"아메리카노,조금,연하게",,,에스프레소샷개수요구
q,아메리카노 하나는 샷 추가해주세요,"아메리카노,하나,샷,추가",,,에스프레소샷개수요구
q,아이스 아메리카노에 샷 하나 더 추가할게요,"아이스,아메리카노,샷,하나,추가",,,에스프레소샷개수요구
a,연하다 싶으면 더 넣어 드릴게요,,,,에스프레소샷개수요구
qa,아메리카노에 샷 추가하고 시럽도 조금 추가해 주세요,"아메리카노,샷,시럽",3300원이요,3300원,에스프레소샷개수요구
qa,아메리카노 원 샷으로 해주세요,"아메리카노,원,샷","네, 아메리카노 원 샷으로 준비해드리겠습니다",아메리카노,에스프레소샷개수요구
qa,아메리카노에 물 많이 넣어서 좀 연하게 해주세요,"아메리카노,물,많이,연하게",텀블러에 담으시니까 오백 원 할인해드릴게요,"텀블러, 오백 원, 할인",에스프레소샷개수요구
qa,저는 한 샷 반 정도가 좋은 거 같아요,한 샷 반,저희 매장은 큰 잔이어서 투 샷 들어가도 괜찮으실 거예요,"매장, 큰 잔, 투 샷",에스프레소샷개수요구
qa,그럼 아이스초코에 샷 추가되나요?,"아이스,초코,샷,추가",됩니다,,에스프레소샷개수요구
qa,샷 추가되나요?,"샷,추가",네 가능합니다,가능,에스프레소샷개수요구
qa,혹시 샷 추가 가능한가요?,"샷,추가,가능",네 샷 추가 가능합니다,"샷, 추가, 가능",에스프레소샷개수요구
qa,아메리카노에 샷 추가해주세요,"아메리카노,샷,추가",네,,에스프레소샷개수요구
qa,하나만 넣어주세요,하나,네 연하게 만들겠습니다,연하게,에스프레소샷개수요구
qa,카페라테 샷 추가되나요?,"카페라테,샷,추가",가능합니다,,에스프레소샷개수요구
qa,혹시 커피를 좀 연하게 타주실 수 있나요?,"커피,연하게",네 가능합니다,,에스프레소샷개수요구
qa,아 샷 추가해주세요,"샷,추가",네 알겠습니다,,에스프레소샷개수요구
qa,커피에 샷 추가 가능한가요?,"커피,샷,추가,가능","네, 가능합니다.",가능,에스프레소샷개수요구
q,영업시간은 보통 언제까지입니까?,,,,영업시간문의
q,몇 시부터 몇 시까지 영업하시나요?,,,,영업시간문의
q,영업시간은 매일 같은가요?,,,,영업시간문의
q,몇 시에 오픈하나요?,,,,영업시간문의
q,언제까지 영업하나요?,,,,영업시간문의
q,몇 시부터 몇 시까지 하세요?,,,,영업시간문의
q,공휴일은 영업시간이 다른가요?,,,,영업시간문의
q,주말 영업시간이 어떻게 돼요?,,,,영업시간문의
qa,오픈 시간이 언젠가요?,오픈 시간,오전 10시에 오픈해요,"오전 10시,오픈",영업시간문의
qa,영업시간이 어떻게 되나요?,"영업,시간",아침 9시 30분부터 저녁 9시까지 해요,"아침,9시 30분,저녁,9시",영업시간문의
qa,몇 시까지 해요?,몇시,영업시간은 6시까지입니다,"영업시간, 6시",영업시간문의
qa,몇 시부터 몇 시까지 해요?,"몇시,몇시",아침 8시부터 밤 11시까지 합니다,"아침, 8시, 밤, 11시",영업시간문의
qa,네 몇 시부터 몇 시까지 영업해요?,"몇시,몇시",아침 10시 30분부터 저녁 10시까지 영업합니다,"아침, 10시30분, 저녁, 10시",영업시간문의
qa,몇 시부터 몇 시까지 영업해요?,"몇시,몇시,영업",9시 반에서 11시 반까지 영업합니다,"9시반, 11시반, 영업",영업시간문의
qa,영업은 몇 시까지 하시나요?,몇시,10시 정도인데 손님 있으면 12시까지 영업합니다,"10시, 손님, 12시",영업시간문의
qa,아침에는 몇 시에 열어요?,"아침,몇 시",오전 11시에 오픈합니다,"오전 11시, 오픈",영업시간문의
qa,몇 시까지 해요?,몇 시,오후 11시까지 영업합니다,"오후 11시, 영업",영업시간문의
qa,여기 몇 시까지 해요?,몇 시,11시 50분까지 합니다,0.493055555556,영업시간문의
qa,몇 시에 문 열어요?,몇 시,10시에 열어요,10시,영업시간문의
qa,저녁에는 몇 시에 문 닫아요?,"저녁,몇 시",저녁 11시에 문 닫아요,저녁 11시,영업시간문의
qa,아침에는 몇 시에 문 열어요?,"아침,몇 시",아침 10시에 문 열어요,아침 10시,영업시간문의
qa,여긴 몇 시에 문 열어요?,몇 시,아침 9시에서 저녁 10시까지 문 열고 주말에는 9시 30분에 문 열어요,"아침 9시, 저녁 10시, 주말, 9시 30분",영업시간문의
qa,문은 몇 시에 닫아요?,몇 시,오후 5시에서 오후 6시 사이에 마감합니다,"오후, 5시, 6시, 마감",영업시간문의
qa,몇 시에 문 열어요?,몇 시,오전 11시에 오픈합니다,"오전, 11시, 오픈",영업시간문의
qa,평일날에 몇 시에 문 열어요?,"평일날,몇 시",평일은 오전 10시에 오픈합니다,"평일, 오전, 10시, 오픈",영업시간문의
qa,아침에는 몇 시에 열어요?,"아침,몇 시",오전 8시에 오픈합니다,"오전 8시, 오픈",영업시간문의
qa,몇 시에 문 닫아요?,몇 시,오후 9시 45분까지 영업합니다,"오후 9시 45분, 영업",영업시간문의
qa,영업시간이 얼마나 되죠?,영업시간,오전 10시부터 오후 10시까지 합니다,"오전10시, 오후10시",영업시간문의
qa,저녁에 몇 시까지 해요,"저녁,몇 시",11시오,11시,영업시간문의
qa,여기는 몇 시에 문 열어요?,몇 시,8시오,8시,영업시간문의
qa,저녁에는 몇 시까지 영업해요?,"저녁,몇 시,영업",열 시까지 영업합니다,"열 시, 영업",영업시간문의
qa,여기 몇 시까지 영업해요?,"몇 시,영업",저녁 열두 시까지 합니다,저녁 열두 시,영업시간문의
qa,몇 시에서 몇 시까지 영업하시나요?,"몇 시,몇 시,영업",9시부터 12시까지 영업합니다,"9시, 12시, 영업",영업시간문의
qa,몇 시까지 영업하시나요?,"몇 시,영업",10시까지 영업합니다,"10시, 영업",영업시간문의
qa,몇 시에서 몇 시까지 하시나요?,"몇 시,몇 시",오전 10시부터 밤 12시까지 합니다,"오전 10시, 밤 12시",영업시간문의
qa,저녁 몇 시까지 하시나요?,저녁 몇 시,저녁 7시까지 합니다,저녁 7시,영업시간문의
qa,몇 시부터 몇 시까지 하시나요?,"몇 시,몇 시",8시부터 11시까지 합니다,"8시, 11시",영업시간문의
qa,몇 시에서 몇 시까지 영업하세요?,"몇 시,몇 시,영업",저희는 8시부터 8시까지 영업합니다,"8시, 8시, 영업",영업시간문의
qa,일요일에는 영업을 안 하세요?,"일요일,영업",일요일 영업은 오후 6시에 마칩니다,"일요일, 영업, 오후 6시",영업시간문의
qa,오늘은 몇 시까지 해요?,"오늘,몇 시",여섯시까지 합니다,여섯시,영업시간문의
qa,여기 오전에는 몇 시에 문 열어요?,"오전,몇 시,문",오전 열시에 오픈이에요,"오전 열시, 오픈",영업시간문의
qa,오늘은 몇 시까지 해요?,"오늘,몇 시",여섯시까지 합니다,여섯 시,영업시간문의
qa,몇 시까지 해요?,몇 시,열한시까지 합니다,열한시,영업시간문의
qa,여기 몇 시까지 영업하나요?,"몇 시,영업",밤 10시까지입니다,밤 10시,영업시간문의
qa,이 카페는 몇 시까지 영업하나요?,"카페,몇 시,영업",10시까지 영업합니다,"10시, 영업",영업시간문의
qa,몇 시까지 영업하나요?,"몇 시,영업",열시에 문 닫아요,열시,영업시간문의
qa,몇 시부터 마감하시죠?,"몇 시,마감",밤 11시부터 마감이에요,"밤 11시, 마감",영업시간문의
qa,아 그리고 오늘 영업은 몇 시까지 하나요?,"오늘,영업,몇 시",오늘 영업은 10시까지 합니다,"오늘, 영업, 10시",영업시간문의
qa,지금 영업하시나요?,"지금,영업",네 오늘은 일찍 문 열었어요,오늘,영업시간문의
qa,마감시간은 언제인가요?,마감시간,11시입니다,11시,영업시간문의
